False Positive Rate(%), False Negative Rate(%), Thresholds
0.0, 1.0, inf
0.0, 0.99, 0.6840977668762207
0.0, 0.97, 0.5531186461448669
0.02, 0.97, 0.5002395510673523
0.02, 0.88, 0.40072157979011536
0.03, 0.88, 0.3902682363986969
0.03, 0.85, 0.37838780879974365
0.04, 0.85, 0.37806275486946106
0.04, 0.8, 0.34904563426971436
0.05, 0.8, 0.3473060727119446
0.05, 0.78, 0.34378188848495483
0.07, 0.78, 0.3378141522407532
0.07, 0.5800000000000001, 0.2712244987487793
0.09, 0.5800000000000001, 0.2695704400539398
0.09, 0.5700000000000001, 0.2656257450580597
0.1, 0.5700000000000001, 0.26511552929878235
0.1, 0.56, 0.26255178451538086
0.11, 0.56, 0.26126521825790405
0.11, 0.54, 0.25857725739479065
0.12, 0.54, 0.2521297335624695
0.12, 0.48, 0.24577322602272034
0.13, 0.48, 0.24344149231910706
0.13, 0.45999999999999996, 0.2419019341468811
0.14, 0.45999999999999996, 0.24072889983654022
0.14, 0.38, 0.22983908653259277
0.15, 0.38, 0.22822868824005127
0.15, 0.31999999999999995, 0.21677131950855255
0.16, 0.31999999999999995, 0.21155638992786407
0.16, 0.29000000000000004, 0.20049291849136353
0.19, 0.29000000000000004, 0.19846779108047485
0.19, 0.22999999999999998, 0.19174900650978088
0.2, 0.22999999999999998, 0.19169685244560242
0.2, 0.13, 0.17026852071285248
0.22, 0.13, 0.1695215106010437
0.22, 0.12, 0.16744543612003326
0.25, 0.12, 0.16584838926792145
0.25, 0.09999999999999998, 0.16419394314289093
0.26, 0.09999999999999998, 0.16339708864688873
0.26, 0.08999999999999997, 0.15928606688976288
0.28, 0.08999999999999997, 0.15217339992523193
0.28, 0.06999999999999995, 0.15102434158325195
0.31, 0.06999999999999995, 0.1435772031545639
0.31, 0.06000000000000005, 0.14300669729709625
0.38, 0.06000000000000005, 0.12905734777450562
0.38, 0.040000000000000036, 0.12470610439777374
0.41, 0.040000000000000036, 0.12084224075078964
0.41, 0.030000000000000027, 0.11994925886392593
0.45, 0.030000000000000027, 0.11539284139871597
0.45, 0.020000000000000018, 0.11449220031499863
0.68, 0.020000000000000018, 0.09209921956062317
0.68, 0.010000000000000009, 0.08822522312402725
0.96, 0.010000000000000009, 0.05058332905173302
0.96, 0.0, 0.04897842928767204
1.0, 0.0, 0.031217467039823532
